Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude
Psittacara chloropterus,Psittacidae,Psittaciformes,27.8,14.2,29.4,16.8,170.8,45.8,134.2,146.0,Forest,Herbivore,Frugivore,Insessorial,1.0,13483.57,17.7,19.71,-71.47,18.6
Psittacara erythrogenys,Psittacidae,Psittaciformes,31.0,17.3,33.0,15.4,171.8,41.5,139.0,151.0,Woodland,Herbivore,Frugivore,Insessorial,1.0,106452.34,-6.87,0.77,-80.0,-2.95
Psittacara euops,Psittacidae,Psittaciformes,21.4,12.3,23.1,14.0,132.5,45.9,121.5,87.0,Woodland,Herbivore,Omnivore,Insessorial,1.0,18723.73,20.23,22.86,-78.49,21.49
Psittacara finschi,Psittacidae,Psittaciformes,28.4,15.6,29.1,15.6,150.2,46.5,130.9,150.0,Forest,Herbivore,Omnivore,Insessorial,1.0,92560.88,7.61,13.91,-84.04,10.97
Psittacara frontatus,Psittacidae,Psittaciformes,36.5,17.4,36.1,22.2,217.4,44.2,204.9,194.0,Forest,Herbivore,Frugivore,Insessorial,1.0,126828.14,-18.23,-3.61,-76.29,-10.49
Psittacara holochlorus,Psittacidae,Psittaciformes,27.6,16.1,31.2,17.3,165.5,43.0,145.0,138.0,Forest,Herbivore,Omnivore,Insessorial,1.0,299273.47,12.08,28.4,-97.21,21.32
Psittacara leucophthalmus,Psittacidae,Psittaciformes,25.7,16.5,29.7,15.4,172.3,41.5,145.6,158.0,Forest,Herbivore,Omnivore,Insessorial,1.0,8731069.11,-34.57,10.76,-58.18,-12.19
Psittacara mitratus,Psittacidae,Psittaciformes,31.9,18.0,34.3,18.4,194.9,44.5,166.9,249.0,Forest,Herbivore,Granivore,Insessorial,1.0,251116.9,-27.83,-5.84,-67.37,-18.28
Psittacara rubritorquis,Psittacidae,Psittaciformes,27.8,15.5,28.0,15.2,147.6,48.7,118.4,212.0,Forest,Herbivore,Frugivore,Insessorial,1.0,108828.41,12.39,15.53,-87.25,14.3
Psittacara wagleri,Psittacidae,Psittaciformes,26.1,16.5,32.5,17.7,184.8,44.2,138.7,194.0,Forest,Herbivore,Frugivore,Insessorial,1.0,202635.32,0.92,11.27,-74.31,5.47
Psittacella brehmii,Psittacidae,Psittaciformes,20.6,12.5,17.7,17.7,121.0,29.7,88.4,107.0,Forest,Herbivore,Omnivore,Insessorial,1.0,123546.51,-10.17,-0.54,142.02,-5.35
Psittacella lorentzi,Psittacidae,Psittaciformes,15.9,10.3,14.6,17.0,112.4,29.1,80.4,62.9,Forest,Herbivore,Omnivore,Insessorial,1.0,24197.3,-5.05,-3.4,138.44,-4.16
Psittacella madaraszi,Psittacidae,Psittaciformes,15.5,9.1,13.8,14.3,87.4,31.9,51.0,38.8,Forest,Herbivore,Omnivore,Insessorial,1.0,193283.6,-10.25,-2.97,142.66,-5.73
Psittacella modesta,Psittacidae,Psittaciformes,14.8,8.4,13.5,13.3,93.2,30.6,57.5,44.7,Shrubland,Herbivore,Omnivore,Insessorial,1.0,65123.27,-6.55,-0.58,139.77,-4.5
Psittacella picta,Psittacidae,Psittaciformes,15.4,9.9,14.1,15.6,110.1,28.9,75.3,62.9,Forest,Herbivore,Omnivore,Insessorial,1.0,56415.7,-10.08,-4.73,144.42,-6.28
Psittacula alexandri,Psittacidae,Psittaciformes,27.7,15.6,24.6,14.2,163.9,52.3,163.8,147.0,Forest,Herbivore,Omnivore,Insessorial,1.0,2572495.73,-8.85,30.8,99.68,19.3
Psittacula caniceps,Psittacidae,Psittaciformes,34.9,16.4,26.2,21.0,212.0,43.1,331.4,224.0,Forest,Herbivore,Frugivore,Insessorial,1.0,1111.02,6.75,7.44,93.79,7.06
Psittacula derbiana,Psittacidae,Psittaciformes,38.0,17.7,36.5,19.3,212.8,49.8,248.8,251.0,Forest,Herbivore,Omnivore,Insessorial,1.0,332466.75,21.99,30.94,97.99,28.04
Psittaculirostris cervicalis,Psittacidae,Psittaciformes,26.2,14.0,22.4,16.7,112.2,41.0,55.5,117.0,Forest,Herbivore,Frugivore,Insessorial,1.0,191021.58,-10.73,-4.79,144.77,-7.59
Psittaculirostris desmarestii,Psittacidae,Psittaciformes,23.1,14.0,21.8,16.6,107.2,40.8,58.4,117.0,Forest,Herbivore,Frugivore,Insessorial,1.0,82418.22,-4.11,-0.34,132.95,-1.91
Psittaculirostris edwardsii,Psittacidae,Psittaciformes,24.2,14.1,20.6,15.7,105.8,42.9,57.0,118.0,Forest,Herbivore,Frugivore,Insessorial,1.0,99151.91,-7.21,-2.4,144.11,-4.72
Psittaculirostris godmani,Psittacidae,Psittaciformes,25.0,13.5,20.1,16.3,108.3,40.6,50.4,117.0,Forest,Herbivore,Frugivore,Insessorial,1.0,162593.89,-9.33,-4.72,140.1,-6.96
Psittaculirostris salvadorii,Psittacidae,Psittaciformes,23.0,11.3,20.0,16.4,110.7,39.6,68.0,118.0,Forest,Herbivore,Granivore,Insessorial,1.0,50674.66,-3.63,-1.47,138.29,-2.61
Psittacus erithacus,Psittacidae,Psittaciformes,41.9,18.1,30.5,25.1,238.6,41.3,94.5,333.0,Forest,Herbivore,Omnivore,Insessorial,1.0,2732037.72,-6.95,7.95,18.71,0.03
Psittacus timneh,Psittacidae,Psittaciformes,37.0,14.1,27.7,23.5,214.9,41.1,81.6,333.0,Forest,Herbivore,Omnivore,Insessorial,1.0,256969.54,4.35,11.89,-8.72,6.74
Psitteuteles goldiei,Psittacidae,Psittaciformes,16.8,7.5,12.2,13.0,106.8,53.3,77.5,58.7,Forest,Herbivore,Nectarivore,Insessorial,1.0,307384.24,-10.55,-3.25,142.94,-5.95
Psitteuteles versicolor,Psittacidae,Psittaciformes,16.5,8.2,13.0,12.7,111.4,51.9,61.4,53.5,Woodland,Herbivore,Nectarivore,Insessorial,1.0,1214241.53,-23.49,-11.12,135.13,-16.98
Psittinus abbotti,Psittacidae,Psittaciformes,21.4,12.9,19.8,13.5,136.9,48.1,58.5,75.0,Forest,Herbivore,Omnivore,Insessorial,1.0,1775.31,2.33,2.92,96.07,2.63
Psittinus cyanurus,Psittacidae,Psittaciformes,20.7,12.9,19.8,13.5,121.2,48.1,50.0,60.5,Forest,Herbivore,Omnivore,Insessorial,1.0,1398599.34,-5.95,10.94,108.22,1.09
Psittrichas fulgidus,Psittacidae,Psittaciformes,42.1,15.3,25.3,27.4,283.6,32.2,165.0,865.0,Forest,Herbivore,Frugivore,Insessorial,1.0,275735.64,-10.55,-1.21,142.61,-5.58
Purpureicephalus spurius,Psittacidae,Psittaciformes,24.2,9.2,20.6,20.4,154.5,40.6,190.8,116.0,Forest,Herbivore,Omnivore,Insessorial,1.0,126268.75,-35.19,-31.05,117.94,-33.56
Pyrilia aurantiocephala,Psittacidae,Psittaciformes,22.2,10.4,16.9,14.0,153.7,27.3,69.1,151.5,Forest,Herbivore,Frugivore,Insessorial,1.0,351727.85,-9.6,-2.42,-56.33,-6.51
Pyrilia barrabandi,Psittacidae,Psittaciformes,25.6,12.2,19.1,15.8,165.7,35.6,69.8,140.0,Forest,Herbivore,Omnivore,Insessorial,1.0,3467636.9,-15.0,7.54,-67.41,-4.55
Pyrilia caica,Psittacidae,Psittaciformes,26.4,12.0,18.2,14.7,146.2,38.0,65.0,132.0,Forest,Herbivore,Granivore,Insessorial,1.0,1290463.27,-3.14,8.19,-57.6,2.63
Pyrilia haematotis,Psittacidae,Psittaciformes,25.7,10.4,18.1,16.2,152.2,35.4,70.4,149.0,Forest,Herbivore,Omnivore,Insessorial,1.0,430103.87,7.04,19.04,-87.5,14.68
Pyrilia pulchra,Psittacidae,Psittaciformes,27.0,10.8,19.5,17.3,152.4,36.5,68.0,150.0,Forest,Herbivore,Frugivore,Insessorial,1.0,92646.19,-3.6,6.82,-78.2,2.28
Pyrilia pyrilia,Psittacidae,Psittaciformes,24.0,10.0,15.6,14.1,143.4,41.1,70.2,149.0,Forest,Herbivore,Omnivore,Insessorial,1.0,152700.71,0.56,10.84,-74.11,7.59
Pyrilia vulturina,Psittacidae,Psittaciformes,25.4,10.3,16.8,14.9,149.8,35.2,68.2,151.5,Forest,Herbivore,Frugivore,Insessorial,1.0,886478.71,-9.6,-0.58,-53.27,-4.9
Pyrrhura albipectus,Psittacidae,Psittaciformes,20.2,11.6,19.4,14.7,139.1,38.0,113.3,103.8,Forest,Herbivore,Frugivore,Insessorial,1.0,7882.39,-5.24,-2.38,-78.72,-3.98
Pyrrhura amazonum,Psittacidae,Psittaciformes,16.8,9.0,14.9,11.8,108.2,41.1,90.8,58.9,Forest,Herbivore,Frugivore,Insessorial,1.0,354187.36,-7.67,-1.56,-51.67,-5.02
Pyrrhura caeruleiceps,Psittacidae,Psittaciformes,18.7,9.1,16.3,14.5,119.0,38.7,121.2,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,21647.5,7.8,11.18,-73.04,9.51
Pyrrhura calliptera,Psittacidae,Psittaciformes,24.6,11.6,19.1,12.8,134.5,39.2,112.2,75.0,Forest,Herbivore,Frugivore,Insessorial,1.0,1022.08,4.22,7.42,-73.68,4.69
Pyrrhura chapmani,Psittacidae,Psittaciformes,20.8,10.7,18.3,13.3,129.1,42.0,118.1,70.5,Forest,Herbivore,Frugivore,Insessorial,1.0,14776.84,1.5,3.23,-75.73,2.34
Pyrrhura cruentata,Psittacidae,Psittaciformes,22.8,12.1,22.7,15.7,147.4,40.2,130.6,75.9,Forest,Herbivore,Omnivore,Insessorial,1.0,10274.69,-22.95,-12.37,-40.6,-18.24
Pyrrhura devillei,Psittacidae,Psittaciformes,20.8,11.2,17.0,14.4,125.0,41.2,117.8,72.0,Forest,Herbivore,Omnivore,Insessorial,1.0,143503.09,-22.56,-17.92,-57.03,-20.57
Pyrrhura egregia,Psittacidae,Psittaciformes,21.6,10.7,18.9,14.0,130.0,40.7,116.6,66.3,Forest,Herbivore,Frugivore,Insessorial,1.0,51342.2,4.55,6.41,-61.28,5.54
Pyrrhura eisenmanni,Psittacidae,Psittaciformes,18.1,11.0,19.7,13.2,115.5,40.9,109.2,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,1542.38,7.2,7.56,-80.7,7.35
Pyrrhura emma,Psittacidae,Psittaciformes,17.0,9.1,17.1,13.0,108.8,40.1,106.0,75.9,Forest,Herbivore,Omnivore,Insessorial,1.0,33363.76,9.86,11.22,-66.31,10.33
Pyrrhura frontalis,Psittacidae,Psittaciformes,22.8,11.8,18.4,12.2,132.5,40.3,127.5,72.0,Forest,Herbivore,Omnivore,Insessorial,1.0,1704534.47,-33.56,-9.48,-48.65,-22.57
Pyrrhura griseipectus,Psittacidae,Psittaciformes,16.8,9.2,15.5,11.9,110.6,39.6,110.6,75.9,Forest,Herbivore,Omnivore,Insessorial,1.0,686.2,-5.07,-4.07,-38.91,-4.28
Pyrrhura hoematotis,Psittacidae,Psittaciformes,18.2,9.6,18.8,13.0,125.2,42.1,111.5,68.7,Forest,Herbivore,Omnivore,Insessorial,1.0,6303.91,9.65,10.56,-67.7,10.26
Pyrrhura hoffmanni,Psittacidae,Psittaciformes,19.3,11.4,19.3,13.2,128.5,40.9,104.8,82.2,Forest,Herbivore,Omnivore,Insessorial,1.0,8001.11,8.48,9.86,-83.02,9.24
Pyrrhura lepida,Psittacidae,Psittaciformes,20.0,10.2,16.2,13.1,123.8,39.1,112.2,75.0,Forest,Herbivore,Frugivore,Insessorial,1.0,548390.11,-7.97,-0.11,-48.94,-3.9
Pyrrhura leucotis,Psittacidae,Psittaciformes,16.1,8.7,16.1,11.7,114.8,41.4,106.8,75.9,Forest,Herbivore,Omnivore,Insessorial,1.0,273322.17,-23.08,-13.9,-41.54,-19.05
Pyrrhura lucianii,Psittacidae,Psittaciformes,18.1,10.7,17.3,12.7,123.2,39.1,106.4,67.7,Forest,Herbivore,Frugivore,Insessorial,1.0,47174.08,-5.14,-2.13,-66.0,-3.67
Pyrrhura melanura,Psittacidae,Psittaciformes,20.8,10.7,18.3,13.3,129.1,42.0,118.1,70.5,Forest,Herbivore,Frugivore,Insessorial,1.0,1490802.93,-11.01,5.85,-70.48,-1.04
Pyrrhura molinae,Psittacidae,Psittaciformes,19.2,11.0,18.9,14.4,133.0,38.5,139.1,77.1,Woodland,Herbivore,Frugivore,Insessorial,1.0,675243.93,-27.54,-13.66,-61.89,-17.59
Pyrrhura orcesi,Psittacidae,Psittaciformes,18.2,11.2,18.1,13.4,119.0,36.6,101.8,70.8,Forest,Herbivore,Frugivore,Insessorial,1.0,744.67,-3.54,-2.69,-79.58,-3.26
Pyrrhura pacifica,Psittacidae,Psittaciformes,20.2,10.3,18.8,13.2,124.7,39.5,96.0,70.5,Forest,Herbivore,Frugivore,Insessorial,1.0,30514.63,-0.4,2.32,-78.61,0.99
Pyrrhura parvifrons,Psittacidae,Psittaciformes,18.8,9.7,17.1,13.3,120.0,39.8,101.5,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,49587.4,-7.31,-3.21,-75.74,-5.94
Pyrrhura perlata,Psittacidae,Psittaciformes,20.2,11.0,17.5,13.0,130.1,27.7,103.6,75.0,Forest,Herbivore,Frugivore,Insessorial,1.0,1128815.89,-16.12,-2.48,-58.91,-9.85
Pyrrhura peruviana,Psittacidae,Psittaciformes,18.8,10.0,17.8,13.0,119.0,39.1,97.2,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,39672.92,-13.22,-2.52,-77.03,-5.72
Pyrrhura pfrimeri,Psittacidae,Psittaciformes,17.4,10.3,16.2,11.0,118.4,33.0,116.7,75.9,Forest,Herbivore,Omnivore,Insessorial,1.0,7185.79,-14.93,-11.86,-46.66,-13.49
Pyrrhura picta,Psittacidae,Psittaciformes,18.1,10.7,17.3,12.7,123.2,39.1,106.4,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,1473164.35,-1.64,9.58,-58.87,3.06
Pyrrhura rhodocephala,Psittacidae,Psittaciformes,20.6,10.2,18.1,11.9,130.8,38.0,105.8,68.7,Forest,Herbivore,Frugivore,Insessorial,1.0,11585.27,7.95,9.79,-71.07,8.7
Pyrrhura roseifrons,Psittacidae,Psittaciformes,21.3,9.9,16.7,12.8,121.0,40.3,108.0,70.6,Forest,Herbivore,Frugivore,Insessorial,1.0,639450.39,-16.71,-3.04,-71.96,-9.39
Pyrrhura rupicola,Psittacidae,Psittaciformes,19.6,11.2,17.9,13.2,124.1,37.1,117.7,75.0,Forest,Herbivore,Frugivore,Insessorial,1.0,545590.25,-15.89,-8.18,-70.11,-11.14
Pyrrhura snethlageae,Psittacidae,Psittaciformes,19.1,10.1,17.8,13.9,124.2,40.2,97.8,62.1,Forest,Herbivore,Frugivore,Insessorial,1.0,331833.82,-13.82,-5.91,-61.49,-9.68
Pyrrhura viridicata,Psittacidae,Psittaciformes,21.8,11.3,18.4,14.5,136.5,37.2,115.8,87.5,Forest,Herbivore,Frugivore,Insessorial,1.0,459.42,10.89,11.19,-73.76,11.01
Rhynchopsitta pachyrhyncha,Psittacidae,Psittaciformes,43.4,19.8,42.9,19.7,269.6,47.3,178.9,324.8,Forest,Herbivore,Granivore,Insessorial,1.0,596.01,23.15,30.56,-106.96,26.45
Rhynchopsitta terrisi,Psittacidae,Psittaciformes,43.0,18.2,45.2,23.4,282.8,47.1,191.0,442.0,Forest,Herbivore,Granivore,Insessorial,1.0,1276.56,25.02,25.57,-100.42,25.37
Tanygnathus gramineus,Psittacidae,Psittaciformes,37.9,19.7,35.3,22.7,264.0,39.3,158.5,237.3,Forest,Herbivore,Frugivore,Insessorial,1.0,1363.4,-3.62,-3.13,126.36,-3.33
Tanygnathus lucionensis,Psittacidae,Psittaciformes,33.3,18.6,31.8,20.5,181.8,44.2,113.8,215.0,Forest,Herbivore,Frugivore,Insessorial,1.0,290862.98,1.77,18.65,122.9,11.72
Tanygnathus megalorynchos,Psittacidae,Psittaciformes,49.4,26.7,49.5,22.2,236.2,46.5,147.8,325.0,Forest,Herbivore,Frugivore,Insessorial,1.0,96725.71,-10.94,4.55,126.15,-4.07
Tanygnathus sumatranus,Psittacidae,Psittaciformes,33.0,18.7,31.3,21.1,201.2,40.2,118.8,269.6,Forest,Herbivore,Frugivore,Insessorial,1.0,387284.95,-5.71,18.65,122.27,5.59
Touit batavicus,Psittacidae,Psittaciformes,18.8,8.3,13.7,12.0,115.6,48.1,50.0,55.0,Forest,Herbivore,Omnivore,Insessorial,2.0,333487.33,2.76,11.35,-57.61,5.65
Touit costaricensis,Psittacidae,Psittaciformes,22.1,10.8,16.0,11.4,114.2,43.1,41.2,80.0,Forest,Herbivore,Frugivore,Insessorial,1.0,9984.12,8.56,10.48,-83.37,9.55
Touit dilectissimus,Psittacidae,Psittaciformes,20.2,8.7,11.1,11.2,109.0,42.0,43.3,65.0,Forest,Herbivore,Frugivore,Insessorial,1.0,132570.47,-3.65,11.0,-77.34,3.24
Touit huetii,Psittacidae,Psittaciformes,18.2,9.2,13.8,9.9,111.2,41.4,50.4,60.0,Forest,Herbivore,Frugivore,Insessorial,1.0,3167705.16,-14.11,10.69,-61.57,-4.77
Touit melanonotus,Psittacidae,Psittaciformes,18.9,8.8,13.3,10.2,107.5,42.0,41.8,66.5,Forest,Herbivore,Frugivore,Insessorial,2.0,14296.54,-25.21,-14.37,-44.66,-22.92
Touit purpuratus,Psittacidae,Psittaciformes,20.3,7.8,13.8,13.8,106.1,43.6,45.2,59.7,Forest,Herbivore,Frugivore,Insessorial,2.0,3821297.27,-10.07,8.49,-60.92,-0.92
Touit stictopterus,Psittacidae,Psittaciformes,20.9,10.0,15.6,12.0,121.8,41.0,55.8,78.8,Forest,Herbivore,Omnivore,Insessorial,2.0,32941.14,-6.33,0.13,-78.33,-3.34
Touit surdus,Psittacidae,Psittaciformes,18.9,9.7,15.0,10.4,116.8,40.9,46.8,51.0,Forest,Herbivore,Frugivore,Insessorial,2.0,98992.48,-25.47,-2.89,-40.97,-16.07
Trichoglossus capistratus,Psittacidae,Psittaciformes,22.5,11.0,18.8,18.9,145.2,47.6,112.0,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,43318.99,-10.94,-7.49,123.86,-9.32
Trichoglossus chlorolepidotus,Psittacidae,Psittaciformes,19.2,10.1,16.4,14.6,128.3,51.4,95.2,87.1,Woodland,Herbivore,Nectarivore,Insessorial,1.0,1066541.06,-36.77,-10.69,148.07,-24.16
Trichoglossus euteles,Psittacidae,Psittaciformes,18.4,9.7,15.8,16.3,126.2,49.7,100.6,73.7,Forest,Herbivore,Nectarivore,Insessorial,1.0,37893.11,-10.37,-6.72,125.22,-8.98
Trichoglossus flavoviridis,Psittacidae,Psittaciformes,20.4,9.8,15.7,14.4,119.5,50.5,77.2,90.5,Forest,Herbivore,Omnivore,Insessorial,1.0,4102.71,-2.04,-1.63,125.04,-1.83
Trichoglossus forsteni,Psittacidae,Psittaciformes,21.9,11.1,17.4,17.9,130.2,40.4,95.5,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,24604.96,-9.11,-7.01,117.0,-8.55
Trichoglossus haematodus,Psittacidae,Psittaciformes,21.3,11.6,20.7,18.8,155.2,49.7,136.2,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,875500.13,-22.71,0.04,142.31,-5.75
Trichoglossus iris,Psittacidae,Psittaciformes,18.3,9.5,15.5,13.8,112.4,45.4,72.4,55.2,Forest,Herbivore,Nectarivore,Insessorial,1.0,31218.7,-10.37,-7.56,125.21,-9.13
Trichoglossus johnstoniae,Psittacidae,Psittaciformes,17.1,8.8,14.3,14.4,106.1,43.3,66.3,55.2,Forest,Herbivore,Nectarivore,Insessorial,1.0,8694.55,5.81,8.91,124.74,7.32
Trichoglossus meyeri,Psittacidae,Psittaciformes,18.8,8.2,13.5,12.0,101.8,42.8,66.2,90.5,Forest,Herbivore,Omnivore,Insessorial,1.0,73777.06,-5.5,1.4,120.88,-1.75
Trichoglossus moluccanus,Psittacidae,Psittaciformes,24.0,12.0,20.8,19.0,142.8,45.9,114.8,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,1524656.11,-39.14,-9.41,146.33,-26.88
Trichoglossus ornatus,Psittacidae,Psittaciformes,23.2,10.7,18.0,17.4,125.0,47.4,79.2,120.0,Forest,Herbivore,Nectarivore,Insessorial,1.0,172993.28,-5.71,1.76,121.18,-2.13
Trichoglossus rosenbergii,Psittacidae,Psittaciformes,23.5,11.3,19.4,17.8,133.4,46.7,98.8,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,2524.16,-1.22,-0.63,135.89,-0.94
Trichoglossus rubiginosus,Psittacidae,Psittaciformes,21.9,10.8,17.7,17.1,141.2,43.5,93.0,77.5,Forest,Herbivore,Nectarivore,Insessorial,1.0,355.65,6.72,7.01,158.22,6.88
Trichoglossus rubritorquis,Psittacidae,Psittaciformes,22.5,11.3,19.6,17.8,147.0,49.6,132.0,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,860530.55,-18.97,-11.12,130.73,-15.96
Trichoglossus weberi,Psittacidae,Psittaciformes,22.1,10.9,17.8,15.4,124.0,47.4,92.5,113.3,Forest,Herbivore,Omnivore,Insessorial,1.0,13936.58,-8.96,-8.07,121.15,-8.61
Triclaria malachitacea,Psittacidae,Psittaciformes,29.9,13.7,23.6,15.6,159.8,30.5,116.0,90.0,Forest,Herbivore,Omnivore,Insessorial,1.0,30242.84,-29.84,-19.8,-49.68,-27.08
Vini australis,Psittacidae,Psittaciformes,15.9,6.5,10.2,14.0,99.2,50.4,61.4,49.5,Forest,Herbivore,Nectarivore,Insessorial,1.0,3674.17,-20.68,-13.43,-172.41,-14.66
Vini kuhlii,Psittacidae,Psittaciformes,16.8,6.9,10.2,17.6,118.2,46.8,63.2,40.0,Forest,Herbivore,Herbivore terrestrial,Insessorial,1.0,37.9,-22.66,-19.97,-156.92,-20.59
Vini peruviana,Psittacidae,Psittaciformes,14.2,6.6,8.9,14.2,107.6,46.4,66.6,29.0,Woodland,Herbivore,Nectarivore,Insessorial,1.0,58.62,-16.57,-14.9,-148.17,-15.3
Vini stepheni,Psittacidae,Psittaciformes,15.0,7.2,10.4,17.1,121.2,42.9,84.4,55.0,Forest,Herbivore,Omnivore,Insessorial,1.0,41.11,-24.41,-24.32,-128.32,-24.36
Vini ultramarina,Psittacidae,Psittaciformes,14.2,7.2,9.7,15.8,111.0,43.6,62.8,49.5,Forest,Herbivore,Omnivore,Insessorial,1.0,81.42,-8.96,-8.87,-139.55,-8.91
Nestor meridionalis,Strigopidae,Psittaciformes,55.1,14.4,35.8,38.2,284.3,35.5,172.2,428.0,Forest,Herbivore,Omnivore,Insessorial,1.0,71120.91,-47.29,-35.2,172.02,-41.88
Nestor notabilis,Strigopidae,Psittaciformes,59.0,15.9,28.7,45.1,308.5,34.5,168.5,863.0,Grassland,Herbivore,Omnivore,Insessorial,1.0,63273.75,-46.26,-40.78,170.31,-43.37
Strigops habroptila,Strigopidae,Psittaciformes,48.7,22.4,37.5,54.5,275.1,19.9,225.1,1732.1,Forest,Herbivore,Omnivore,Generalist,1.0,57.25,-46.79,-36.17,170.89,-41.55
Pterocles alchata,Pteroclidae,Pterocliformes,17.9,6.9,9.0,27.6,194.0,61.5,142.0,275.8,Grassland,Herbivore,Granivore,Terrestrial,2.0,3142814.68,28.08,47.02,45.47,37.64
Pterocles bicinctus,Pteroclidae,Pterocliformes,19.1,3.7,4.6,23.7,170.4,42.8,74.8,237.0,Grassland,Herbivore,Granivore,Terrestrial,1.0,1654904.57,-29.1,-11.39,23.5,-20.46
Pterocles burchelli,Pteroclidae,Pterocliformes,16.2,4.2,4.8,26.6,159.2,52.2,68.0,180.7,Grassland,Herbivore,Granivore,Terrestrial,1.0,1218509.01,-28.86,-17.18,21.75,-22.19
Pterocles coronatus,Pteroclidae,Pterocliformes,17.6,4.6,5.5,24.7,191.8,65.2,78.6,300.0,Desert,Herbivore,Granivore,Terrestrial,2.0,4815595.16,15.22,36.71,18.03,25.77
Pterocles decoratus,Pteroclidae,Pterocliformes,16.2,4.3,4.7,23.6,160.8,46.2,63.0,181.3,Shrubland,Herbivore,Granivore,Terrestrial,2.0,1363573.06,-9.34,8.66,39.23,0.28
Pterocles exustus,Pteroclidae,Pterocliformes,16.8,3.8,4.7,22.5,175.0,57.9,110.0,202.8,Grassland,Herbivore,Granivore,Terrestrial,2.0,9267366.88,-7.97,34.23,39.04,16.11
Pterocles gutturalis,Pteroclidae,Pterocliformes,21.2,4.7,6.3,31.2,213.4,54.2,80.8,338.0,Grassland,Herbivore,Granivore,Terrestrial,2.0,810480.4,-26.23,15.3,30.63,-10.12
Pterocles indicus,Pteroclidae,Pterocliformes,18.4,3.7,4.9,23.1,168.6,41.0,71.6,178.2,Grassland,Herbivore,Granivore,Terrestrial,1.0,1916026.14,10.35,34.59,77.54,22.01
Pterocles lichtensteinii,Pteroclidae,Pterocliformes,19.5,4.2,4.8,23.9,175.1,46.4,68.9,209.1,Grassland,Herbivore,Granivore,Terrestrial,1.0,3826174.11,-0.81,31.92,28.77,18.14
Pterocles namaqua,Pteroclidae,Pterocliformes,17.9,3.8,4.9,23.6,163.6,61.9,100.6,177.0,Desert,Herbivore,Granivore,Terrestrial,2.0,2037622.26,-34.21,-12.25,20.67,-24.52
Pterocles orientalis,Pteroclidae,Pterocliformes,19.7,5.7,7.0,25.7,228.2,63.7,90.2,404.9,Grassland,Herbivore,Granivore,Terrestrial,2.0,5783511.92,26.09,48.57,55.06,39.56
Pterocles personatus,Pteroclidae,Pterocliformes,21.6,5.4,7.1,27.0,222.8,42.1,79.5,181.3,Shrubland,Herbivore,Granivore,Terrestrial,1.0,263503.92,-25.61,-14.14,45.41,-20.06
Pterocles quadricinctus,Pteroclidae,Pterocliformes,17.1,3.8,4.8,26.9,174.6,40.5,74.6,178.9,Shrubland,Herbivore,Granivore,Terrestrial,1.0,3917295.51,1.37,17.18,13.65,11.49
Pterocles senegallus,Pteroclidae,Pterocliformes,19.4,5.2,6.2,21.9,194.0,66.3,114.0,263.4,Desert,Herbivore,Granivore,Terrestrial,2.0,9258740.38,7.95,36.05,18.8,23.93
Syrrhaptes paradoxus,Pteroclidae,Pterocliformes,15.6,4.4,5.0,17.6,235.8,71.2,165.6,256.4,Grassland,Herbivore,Granivore,Terrestrial,2.0,7445557.07,37.31,54.2,91.12,46.83
Syrrhaptes tibetanus,Pteroclidae,Pterocliformes,16.8,5.4,6.7,22.9,249.2,54.8,174.0,343.7,Desert,Herbivore,Herbivore terrestrial,Terrestrial,2.0,1238571.56,27.86,40.25,87.56,33.28
Aptenodytes forsteri,Spheniscidae,Sphenisciformes,94.2,13.9,17.7,47.2,179.4,3.7,117.5,33569.3,Marine,Carnivore,Aquatic predator,Aquatic,2.0,83236.83,-78.26,-65.12,50.53,-71.04
Aptenodytes patagonicus,Spheniscidae,Sphenisciformes,105.6,11.0,17.8,52.2,167.2,3.7,63.8,11731.1,Marine,Carnivore,Aquatic predator,Aquatic,2.0,24905.39,-54.89,-45.97,-14.56,-51.39
Eudyptes chrysocome,Spheniscidae,Sphenisciformes,49.9,13.4,21.3,25.7,97.9,6.5,87.4,2327.9,Marine,Carnivore,Aquatic predator,Aquatic,2.0,35718.74,-55.98,-45.97,-31.49,-52.52
Eudyptes chrysolophus,Spheniscidae,Sphenisciformes,60.8,16.2,23.9,35.1,116.5,5.8,103.2,4485.1,Marine,Carnivore,Aquatic predator,Aquatic,2.0,48864.72,-64.84,-45.97,-39.69,-54.32
